transaction_id,transaction_date,customer_id,customer_name,product_id,product_name,product_category,region,state,sales_channel,quantity,unit_price,discount,sales_amount,cost,profit,payment_method
1009170,2025-11-23,13700,Customer 13700,P1009,Blender,Home & Kitchen,Southeast,Georgia,Online,1,69.99,0.05,66.49,36.0,30.49,PayPal
1009171,2025-05-03,14537,Customer 14537,P1021,Yoga Mat,Sports & Outdoors,Northeast,Pennsylvania,Store,3,34.99,0.1,94.47,45.0,49.47,Debit Card
1009172,2025-06-28,14943,Customer 14943,P1002,T-Shirt,Clothing,Southwest,Nevada,Store,1,24.99,0.2,19.99,10.0,9.99,Mobile Pay
1009173,2026-06-17,11283,Customer 11283,P1008,Bluetooth Speaker,Electronics,Northeast,New York,Store,3,59.99,0.0,179.97,93.0,86.97,Credit Card
1009174,2026-05-07,13284,Customer 13284,P1023,Wireless Mouse,Office,Northeast,Pennsylvania,Mobile App,5,39.99,0.0,199.95,90.0,109.95,Mobile Pay
1009175,2026-04-24,12568,Customer 12568,P1016,Air Fryer,Home & Kitchen,West,Colorado,Store,2,119.99,0.0,239.98,134.0,105.98,Debit Card
1009176,2025-09-21,13092,Customer 13092,P1021,Running Shoes,Clothing,West,California,Store,1,109.99,0.0,109.99,58.0,51.99,Credit Card
1009177,2026-04-07,10544,Customer 10544,P1009,Portable Charger,Electronics,Midwest,Michigan,Store,1,34.99,0.0,34.99,17.5,17.49,Debit Card
1009178,2025-05-24,13823,Customer 13823,P1003,Monitor Stand,Office,Midwest,Illinois,Store,3,64.99,0.0,194.97,93.0,101.97,Mobile Pay
1009179,2025-06-20,12863,Customer 12863,P1014,Hoodie,Clothing,Southwest,New Mexico,Store,1,54.99,-0.05,46.74,25.0,21.74,Credit Card
1009180,2025-04-03,12524,Customer 12524,P1002,Mechanical Keyboard,Office,Northeast,Pennsylvania,Store,2,99.99,0.15,169.98,102.0,67.98,Credit Card
1009181,2026-01-14,11684,Customer 11684,P1018,Electric Kettle,Home & Kitchen,Midwest,Illinois,Online,3,44.99,0.05,128.22,69.0,59.22,Credit Card
1009182,2026-02-12,14588,Customer 14588,P1013,Jeans,Clothing,Northeast,Massachusetts,Store,1,69.99,0.0,69.99,32.0,37.99,Cash
1009183,2025-12-11,14131,Customer 14131,P1010,Running Shoes,Clothing,Southeast,Virginia,Mobile App,1,109.99,0.05,104.49,58.0,46.49,Credit Card
1009184,2026-05-03,13165,Customer 13165,P1016,Cookware Set,Home & Kitchen,West,California,Online,2,129.99,0.0,259.98,144.0,115.98,Credit Card
1009185,2025-04-23,13228,Customer 13228,P1019,Cookware Set,Home & Kitchen,Southwest,New Mexico,Store,2,129.99,0.0,259.98,144.0,115.98,Credit Card
1009186,2026-02-23,14505,Customer 14505,P1002,T-Shirt,Clothing,West,Oregon,Online,1,24.99,0.25,18.74,10.0,8.74,Credit Card
1009187,2026-06-19,13675,Customer 13675,P1010,Electric Kettle,Home & Kitchen,Southwest,Oklahoma,Mobile App,1,44.99,0.1,40.49,23.0,17.49,Cash
1009188,2025-10-11,12436,Customer 12436,P1017,Air Fryer,Home & Kitchen,Midwest,Wisconsin,Online,1,119.99,0.1,107.99,67.0,40.99,Debit Card
1009189,2025-10-05,11973,Customer 11973,P1011,Monitor Stand,Office,Southwest,Oklahoma,Store,2,64.99,0.1,116.98,62.0,54.98,Credit Card
1009190,2026-05-18,11152,Customer 11152,P1015,Office Chair,Office,Southwest,Oklahoma,Online,1,229.99,0.0,229.99,135.0,94.99,Debit Card
1009191,2025-03-13,13545,Customer 13545,P1004,T-Shirt,Clothing,Midwest,Indiana,Store,2,24.99,0.2,39.98,20.0,19.98,Credit Card
1009192,2025-10-07,14209,Customer 14209,P1020,Water Bottle,Sports & Outdoors,Southeast,Florida,Online,1,24.99,0.25,18.74,9.5,9.24,Mobile Pay
1009193,2025-10-11,11084,Customer 11084,P1022,Running Shoes,Clothing,Midwest,Indiana,Online,1,109.99,0.1,98.99,58.0,40.99,Credit Card
1009194,2025-05-01,10901,Customer 10901,P1024,Smart Watch,Electronics,Southeast,Florida,Mobile App,2,149.99,0.05,284.98,172.0,112.98,Cash
1009195,2025-02-25,12474,Customer 12474,P1014,Cookware Set,Home & Kitchen,Midwest,Michigan,Online,1,129.99,0.2,103.99,72.0,31.99,Debit Card
1009196,2025-05-08,14813,Customer 14813,P1005,Portable Charger,Electronics,Northeast,New Jersey,Online,2,34.99,0.1,62.98,35.0,27.98,PayPal
1009197,2026-03-03,12711,Customer 12711,P1017,T-Shirt,Clothing,Midwest,Wisconsin,Online,1,24.99,0.2,19.99,10.0,9.99,Credit Card
1009198,2025-12-17,14577,Customer 14577,P1020,Desk Lamp,Office,Southeast,Georgia,Online,5,49.99,0.05,237.45,120.0,117.45,Credit Card
1009199,2026-03-12,11611,Customer 11611,P1020,Yoga Mat,Sports & Outdoors,Southeast,Virginia,Store,1,34.99,0.0,34.99,15.0,19.99,Cash
1009200,2026-03-21,11906,Customer 11906,P1007,Electric Kettle,Home & Kitchen,Midwest,Michigan,Online,1,44.99,0.0,44.99,23.0,21.99,Cash
1009201,2026-03-27,12192,Customer 12192,P1001,Portable Charger,Electronics,Northeast,New York,Online,2,34.99,0.0,69.98,35.0,34.98,Mobile Pay
1009202,2026-01-17,14320,Customer 14320,P1022,Desk Lamp,Office,West,Washington,Store,4,49.99,0.0,199.96,96.0,103.96,PayPal
1009203,2025-02-11,14377,Customer 14377,P1005,Blender,Home & Kitchen,Midwest,Wisconsin,Online,1,69.99,0.15,59.49,36.0,23.49,PayPal
1009204,2025-03-09,14549,Customer 14549,P1010,Portable Charger,Electronics,Southeast,North Carolina,Mobile App,1,34.99,0.05,33.24,17.5,15.74,Debit Card
1009205,2025-03-15,12403,Customer 12403,P1025,Coffee Maker,Home & Kitchen,Northeast,Connecticut,Online,2,89.99,0.1,161.98,96.0,65.98,Credit Card
1009206,2025-09-10,11887,Customer 11887,P1023,Cookware Set,Home & Kitchen,West,Oregon,Mobile App,1,129.99,0.1,116.99,72.0,44.99,Credit Card
1009207,2025-02-26,13859,Customer 13859,P1008,Smart Watch,Electronics,Midwest,Ohio,Online,1,149.99,0.0,149.99,86.0,63.99,Credit Card
1009208,2025-02-05,14447,Customer 14447,P1016,Monitor Stand,Office,Southeast,Georgia,Store,1,64.99,0.0,64.99,31.0,33.99,Debit Card
1009209,2025-12-21,12635,Customer 12635,P1014,Jeans,Clothing,Southeast,South Carolina,Online,3,69.99,0.15,178.47,96.0,82.47,Credit Card
1009210,2026-05-18,13349,Customer 13349,P1002,Yoga Mat,Sports & Outdoors,Southwest,Texas,Online,1,34.99,0.1,31.49,15.0,16.49,Debit Card
1009211,2025-06-07,10081,Customer 10081,P1009,Electric Kettle,Home & Kitchen,West,Oregon,Store,2,44.99,0.1,80.98,46.0,34.98,Debit Card
1009212,2025-02-26,11580,Customer 11580,P1022,Coffee Maker,Home & Kitchen,Southeast,Virginia,Store,3,89.99,0.0,269.97,144.0,125.97,Mobile Pay
1009213,2025-03-26,13988,Customer 13988,P1023,Running Shoes,Clothing,Northeast,Massachusetts,Online,1,109.99,0.0,109.99,58.0,51.99,Credit Card
1009214,2026-05-13,12319,Customer 12319,P1012,Yoga Mat,Sports & Outdoors,Northeast,New Jersey,Store,3,34.99,0.0,104.97,45.0,59.97,PayPal
1009215,2026-06-20,14861,Customer 14861,P1001,Jeans,Clothing,Northeast,Connecticut,Mobile App,2,69.99,0.0,139.98,64.0,75.98,PayPal
1009216,2025-07-15,14592,Customer 14592,P1016,Monitor Stand,Office,Southwest,Arizona,Online,2,64.99,0.25,97.48,62.0,35.48,Mobile Pay
1009217,2025-09-22,14470,Customer 14470,P1020,Dumbbell Set,Sports & Outdoors,West,Colorado,Online,1,89.99,0.05,85.49,49.0,36.49,Credit Card
1009218,2025-11-16,13196,Customer 13196,P1025,Running Shoes,Clothing,West,Oregon,Online,4,109.99,0.0,439.96,232.0,207.96,PayPal
1009219,2025-09-30,14142,Customer 14142,P1002,Smart Watch,Electronics,Southwest,New Mexico,Store,4,149.99,0.1,539.96,344.0,195.96,Mobile Pay
1009220,2026-01-20,13241,Customer 13241,P1011,Smart Watch,Electronics,Northeast,New York,Store,1,149.99,0.1,134.99,86.0,48.99,PayPal
1009221,2025-11-12,12064,Customer 12064,P1020,Water Bottle,Sports & Outdoors,West,Utah,Online,1,24.99,0.0,24.99,9.5,15.49,Debit Card
1009222,2026-04-01,13634,Customer 13634,P1010,Yoga Mat,Sports & Outdoors,Southeast,North Carolina,Store,2,34.99,0.0,69.98,30.0,39.98,Debit Card
1009223,2025-09-29,12229,Customer 12229,P1018,Desk Lamp,Office,Southeast,North Carolina,Store,3,49.99,0.05,142.47,72.0,70.47,Mobile Pay
1009224,2026-01-25,13735,Customer 13735,P1024,Jacket,Clothing,Southwest,Oklahoma,Online,4,119.99,0.15,407.97,252.0,155.97,Credit Card
1009225,2025-05-20,12311,Customer 12311,P1013,Blender,Home & Kitchen,Northeast,Massachusetts,Store,1,69.99,0.05,66.49,36.0,30.49,Credit Card
1009226,2025-10-03,11684,Customer 11684,P1006,Jacket,Clothing,West,California,Online,2,119.99,0.1,215.98,126.0,89.98,Credit Card
1009227,2026-01-07,12114,Customer 12114,P1020,Blender,Home & Kitchen,West,Colorado,Online,1,69.99,0.0,69.99,36.0,33.99,PayPal
1009228,2025-05-23,14250,Customer 14250,P1011,Air Fryer,Home & Kitchen,Southwest,Arizona,Store,1,119.99,0.0,119.99,67.0,52.99,Credit Card
1009229,2025-11-16,12180,Customer 12180,P1005,Electric Kettle,Home & Kitchen,Southwest,Nevada,Online,1,44.99,0.0,44.99,23.0,21.99,Credit Card
1009230,2025-04-20,12940,Customer 12940,P1019,Wireless Mouse,Office,Southeast,South Carolina,Store,1,39.99,0.15,33.99,18.0,15.99,Debit Card
1009231,2026-04-05,13966,Customer 13966,P1001,Yoga Mat,Sports & Outdoors,Northeast,Massachusetts,Store,1,34.99,0.05,33.24,15.0,18.24,Mobile Pay
1009232,2026-01-07,14871,Customer 14871,P1015,Yoga Mat,Sports & Outdoors,Southwest,New Mexico,Online,2,34.99,0.1,62.98,30.0,32.98,Credit Card
1009233,2025-08-08,14001,Customer 14001,P1025,Bluetooth Speaker,Electronics,Midwest,Michigan,Mobile App,2,59.99,0.2,95.98,62.0,33.98,Debit Card
1009234,2025-08-07,12773,Customer 12773,P1008,Electric Kettle,Home & Kitchen,West,Colorado,Store,5,44.99,0.0,224.95,115.0,109.95,Mobile Pay
1009235,2026-02-27,11506,Customer 11506,P1009,Coffee Maker,Home & Kitchen,Northeast,Connecticut,Online,2,89.99,0.05,170.98,96.0,74.98,Mobile Pay
1009236,2026-01-30,10971,Customer 10971,P1011,Portable Charger,Electronics,Southeast,Florida,Store,1,34.99,0.0,34.99,17.5,17.49,Debit Card
1009237,2026-06-16,12969,Customer 12969,P1021,Mechanical Keyboard,Office,Southeast,North Carolina,Online,2,99.99,0.0,199.98,102.0,97.98,Debit Card
1009238,2026-03-03,10346,Customer 10346,P1025,Desk Lamp,Office,Southwest,Texas,Online,1,49.99,0.0,49.99,24.0,25.99,Credit Card
1009239,2025-07-31,14088,Customer 14088,P1008,Wireless Headphones,Electronics,Southwest,Oklahoma,Store,1,79.99,0.1,71.99,42.0,29.99,PayPal
1009240,2025-05-17,13440,Customer 13440,P1019,Dumbbell Set,Sports & Outdoors,West,Washington,Online,4,89.99,0.1,323.96,196.0,127.96,Credit Card
1009241,2026-01-19,12982,Customer 12982,P1004,Running Shoes,Clothing,Southeast,Georgia,Store,1,109.99,0.15,93.49,58.0,35.49,PayPal
1009242,2025-01-14,12816,Customer 12816,P1025,Smart Watch,Electronics,Midwest,Michigan,Online,2,149.99,0.0,299.98,172.0,127.98,Credit Card
1009243,2025-01-20,14168,Customer 14168,P1021,T-Shirt,Clothing,Northeast,Massachusetts,Online,4,24.99,0.15,84.97,40.0,44.97,Cash
1009244,2025-09-30,14341,Customer 14341,P1003,Electric Kettle,Home & Kitchen,Southeast,Virginia,Store,2,44.99,0.1,80.98,46.0,34.98,Mobile Pay
1009245,2026-05-13,14545,Customer 14545,P1022,Desk Lamp,Office,Southeast,North Carolina,Store,2,49.99,0.0,99.98,48.0,51.98,Credit Card
1009246,2025-06-27,14253,Customer 14253,P1002,Monitor Stand,Office,Midwest,Ohio,Mobile App,1,64.99,0.0,64.99,31.0,33.99,Credit Card
1009247,2026-01-25,13666,Customer 13666,P1010,Portable Charger,Electronics,Midwest,Indiana,Online,1,34.99,0.2,27.99,17.5,10.49,Cash
1009248,2025-02-26,11893,Customer 11893,P1001,Mechanical Keyboard,Office,Southeast,Florida,Mobile App,3,99.99,0.1,269.97,153.0,116.97,Debit Card
1009249,2025-12-11,14199,Customer 14199,P1010,Camping Tent,Sports & Outdoors,Midwest,Wisconsin,Online,3,179.99,0.05,512.97,288.0,224.97,Debit Card
1009250,2025-08-24,14967,Customer 14967,P1023,Jeans,Clothing,West,California,Online,4,69.99,0.05,265.96,128.0,137.96,Debit Card
1009251,2025-02-27,13965,Customer 13965,P1006,Mechanical Keyboard,Office,Southeast,North Carolina,Store,3,99.99,0.15,254.97,153.0,101.97,Debit Card
1009252,2025-08-01,14243,Customer 14243,P1017,Hoodie,Clothing,Southeast,North Carolina,Store,2,54.99,0.15,93.48,50.0,43.48,Debit Card
1009253,2026-06-19,13197,Customer 13197,P1014,T-Shirt,Clothing,Southwest,New Mexico,Online,1,24.99,0.0,24.99,10.0,14.99,Debit Card
1009254,2025-05-04,10356,Customer 10356,P1007,Dumbbell Set,Sports & Outdoors,Southwest,New Mexico,Online,4,89.99,0.1,323.96,196.0,127.96,Cash
1009255,2026-05-11,14467,Customer 14467,P1024,Wireless Headphones,Electronics,West,California,Online,1,79.99,0.0,79.99,42.0,37.99,Credit Card
1009256,2025-06-29,11689,Customer 11689,P1015,Portable Charger,Electronics,Southeast,Georgia,Online,2,34.99,0.0,69.98,35.0,34.98,Debit Card
1009257,2025-06-14,12916,Customer 12916,P1011,Hoodie,Clothing,Midwest,Illinois,Online,2,54.99,0.1,98.98,50.0,48.98,Credit Card
1009258,2025-01-25,13251,Customer 13251,P1006,Water Bottle,Sports & Outdoors,West,Colorado,Online,3,24.99,0.15,63.72,28.5,35.22,Debit Card
1009259,2025-02-06,14137,Customer 14137,P1025,Office Chair,Office,Southeast,Georgia,Store,3,229.99,0.2,551.98,405.0,146.98,PayPal
1009260,2026-06-10,10222,Customer 10222,P1016,Camping Tent,Sports & Outdoors,Midwest,Illinois,Online,1,179.99,0.15,152.99,96.0,56.99,Credit Card
1009261,2025-08-09,10322,Customer 10322,P1017,Jeans,Clothing,West,California,Online,1,69.99,0.0,69.99,32.0,37.99,Debit Card
1009262,2026-01-27,11446,Customer 11446,P1008,Bluetooth Speaker,Electronics,Northeast,New Jersey,Mobile App,2,59.99,0.0,119.98,62.0,57.98,Credit Card
1009263,2025-01-18,12379,Customer 12379,P1004,Camping Tent,Sports & Outdoors,Southwest,Nevada,Mobile App,3,179.99,0.15,458.97,288.0,170.97,PayPal
1009264,2025-04-10,12760,Customer 12760,P1016,Jeans,Clothing,West,Utah,Online,1,69.99,0.05,66.49,32.0,34.49,Debit Card
1009265,2025-10-23,10721,Customer 10721,P1014,Monitor Stand,Office,Northeast,Massachusetts,Store,2,64.99,0.05,123.48,62.0,61.48,Credit Card
1009266,2025-11-05,14791,Customer 14791,P1004,Jeans,Clothing,Southwest,New Mexico,Mobile App,1,69.99,0.0,69.99,32.0,37.99,Credit Card
1009267,2026-02-07,14050,Customer 14050,P1024,Electric Kettle,Home & Kitchen,Midwest,Wisconsin,Online,3,44.99,0.0,134.97,69.0,65.97,Mobile Pay
1009268,2025-12-26,14346,Customer 14346,P1007,Wireless Mouse,Office,West,Utah,Mobile App,2,39.99,0.15,67.98,36.0,31.98,Debit Card
1009269,2025-08-26,11806,Customer 11806,P1005,Electric Kettle,Home & Kitchen,West,Utah,Store,3,44.99,0.0,134.97,69.0,65.97,Debit Card
1009270,2025-10-17,10177,Customer 10177,P1001,Wireless Mouse,Office,West,Washington,Online,1,39.99,0.1,35.99,18.0,17.99,Mobile Pay
1009271,2026-04-09,13576,Customer 13576,P1008,Office Chair,Office,Northeast,Massachusetts,Store,2,229.99,0.05,436.98,270.0,166.98,Credit Card
1009272,2025-11-27,13963,Customer 13963,P1021,USB-C Hub,Electronics,Southwest,Texas,Store,1,39.99,0.0,39.99,19.0,20.99,PayPal
1009273,2026-05-02,10053,Customer 10053,P1011,USB-C Hub,Electronics,West,California,Online,1,39.99,0.0,39.99,19.0,20.99,Credit Card
1009274,2026-04-20,10738,Customer 10738,P1021,Bluetooth Speaker,Electronics,Midwest,Ohio,Online,3,59.99,0.0,179.97,93.0,86.97,Cash
1009275,2026-06-16,12169,Customer 12169,P1017,Wireless Mouse,Office,Midwest,Wisconsin,Store,2,39.99,0.0,79.98,36.0,43.98,Credit Card
1009276,2026-05-02,14610,Customer 14610,P1009,Cookware Set,Home & Kitchen,Northeast,Massachusetts,Store,4,129.99,0.15,441.97,288.0,153.97,PayPal
1009277,2025-10-10,10551,Customer 10551,P1019,Wireless Mouse,Office,West,Oregon,Online,3,39.99,0.0,119.97,54.0,65.97,Mobile Pay
1009278,2025-01-15,13326,Customer 13326,P1005,Wireless Mouse,Office,Northeast,Connecticut,Online,2,39.99,0.2,63.98,36.0,27.98,Credit Card
1009279,2025-10-25,14560,Customer 14560,P1013,USB-C Hub,Electronics,Southeast,Georgia,Mobile App,1,39.99,0.05,37.99,19.0,18.99,Credit Card
1009280,2025-10-09,10723,Customer 10723,P1002,Jacket,Clothing,West,Washington,Store,3,119.99,0.1,323.97,189.0,134.97,PayPal
1009281,2026-05-20,14877,Customer 14877,P1014,Running Shoes,Clothing,West,Colorado,Online,3,109.99,0.05,313.47,174.0,139.47,Credit Card
1009282,2025-09-07,14923,Customer 14923,P1018,Jacket,Clothing,West,Washington,Online,2,119.99,0.0,239.98,126.0,113.98,Cash
1009283,2026-02-22,12372,Customer 12372,P1016,Wireless Headphones,Electronics,Midwest,Ohio,Online,1,79.99,0.0,79.99,42.0,37.99,Mobile Pay
1009284,2025-01-23,10542,Customer 10542,P1004,T-Shirt,Clothing,Northeast,Connecticut,Mobile App,1,24.99,0.1,22.49,10.0,12.49,PayPal
1009285,2025-04-15,13948,Customer 13948,P1002,Wireless Mouse,Office,Midwest,Michigan,Online,2,39.99,0.1,71.98,36.0,35.98,Credit Card
1009286,2026-05-11,10989,Customer 10989,P1008,Running Shoes,Clothing,Northeast,Pennsylvania,Online,4,109.99,0.1,395.96,232.0,163.96,Mobile Pay
1009287,2025-02-22,11715,Customer 11715,P1012,Wireless Headphones,Electronics,West,Utah,Online,3,79.99,0.0,239.97,126.0,113.97,Credit Card
1009288,2026-06-26,10377,Customer 10377,P1022,Hoodie,Clothing,Midwest,Indiana,Mobile App,3,54.99,0.0,164.97,75.0,89.97,Mobile Pay
1009289,2025-11-14,11684,Customer 11684,P1025,Hiking Backpack,Sports & Outdoors,Southeast,Florida,Online,1,99.99,0.0,99.99,51.0,48.99,Debit Card
1009290,2026-01-23,11868,Customer 11868,P1002,Yoga Mat,Sports & Outdoors,Northeast,Pennsylvania,Online,1,34.99,0.2,27.99,15.0,12.99,Cash
1009291,2026-04-13,12058,Customer 12058,P1020,Yoga Mat,Sports & Outdoors,Southeast,Florida,Online,5,34.99,0.05,166.2,75.0,91.2,PayPal
1009292,2025-05-29,10871,Customer 10871,P1007,USB-C Hub,Electronics,West,Utah,Store,1,39.99,0.05,37.99,19.0,18.99,Debit Card
1009293,2025-08-10,10706,Customer 10706,P1005,Mechanical Keyboard,Office,Southwest,Texas,Online,2,99.99,0.0,199.98,102.0,97.98,Debit Card
1009294,2025-02-05,14960,Customer 14960,P1025,Coffee Maker,Home & Kitchen,Northeast,New York,Mobile App,3,89.99,0.1,242.97,144.0,98.97,Cash
1009295,2025-11-19,14234,Customer 14234,P1001,Desk Lamp,Office,Northeast,Massachusetts,Online,2,49.99,0.0,99.98,48.0,51.98,Credit Card
1009296,2025-06-04,12675,Customer 12675,P1003,Jeans,Clothing,Southeast,Florida,Online,1,69.99,0.0,69.99,32.0,37.99,Mobile Pay
1009297,2026-01-02,11809,Customer 11809,P1014,Running Shoes,Clothing,Northeast,New York,Mobile App,1,109.99,0.0,109.99,58.0,51.99,PayPal
1009298,2025-11-27,13884,Customer 13884,P1003,Yoga Mat,Sports & Outdoors,West,Oregon,Online,4,34.99,0.25,104.97,60.0,44.97,Mobile Pay
1009299,2025-07-06,13855,Customer 13855,P1005,Camping Tent,Sports & Outdoors,Southwest,Texas,Online,2,179.99,0.1,323.98,192.0,131.98,PayPal
1009300,2025-06-06,11488,Customer 11488,P1023,Electric Kettle,Home & Kitchen,Northeast,Connecticut,Online,4,44.99,0.1,161.96,92.0,69.96,Debit Card
1009301,2025-08-01,11763,Customer 11763,P1023,Camping Tent,Sports & Outdoors,Southwest,Oklahoma,Store,1,179.99,0.15,152.99,96.0,56.99,Cash
1009302,2026-02-10,11314,Customer 11314,P1023,Camping Tent,Sports & Outdoors,Southeast,South Carolina,Online,1,179.99,0.1,161.99,96.0,65.99,Debit Card
1009303,2025-01-04,10487,Customer 10487,P1004,Running Shoes,Clothing,Southeast,Virginia,Store,2,109.99,0.0,219.98,116.0,103.98,Credit Card
1009304,2026-06-20,12464,Customer 12464,P1018,Air Fryer,Home & Kitchen,Midwest,Indiana,Store,1,119.99,0.1,107.99,67.0,40.99,Credit Card
1009305,2025-09-03,14384,Customer 14384,P1018,USB-C Hub,Electronics,Northeast,Pennsylvania,Online,2,39.99,0.0,79.98,38.0,41.98,Credit Card
1009306,2025-04-27,13887,Customer 13887,P1018,Blender,Home & Kitchen,Midwest,Illinois,Online,1,69.99,0.05,66.49,36.0,30.49,Cash
1009307,2025-04-29,12531,Customer 12531,P1012,Wireless Headphones,Electronics,West,Oregon,Store,1,79.99,0.0,79.99,42.0,37.99,Debit Card
1009308,2026-06-27,13150,Customer 13150,P1017,Coffee Maker,Home & Kitchen,West,Oregon,Online,1,89.99,0.0,89.99,48.0,41.99,Credit Card
1009309,2025-11-03,14512,Customer 14512,P1014,Wireless Headphones,Electronics,Southeast,Georgia,Store,2,79.99,0.1,143.98,84.0,59.98,Debit Card
1009310,2025-09-30,12400,Customer 12400,P1016,Monitor Stand,Office,Southwest,Nevada,Online,1,64.99,0.1,58.49,31.0,27.49,Mobile Pay
1009311,2025-10-06,13968,Customer 13968,P1016,Monitor Stand,Office,Southeast,Virginia,Online,2,64.99,0.1,116.98,62.0,54.98,Mobile Pay
1009312,2025-08-16,10715,Customer 10715,P1015,Portable Charger,Electronics,Midwest,Indiana,Mobile App,1,34.99,0.0,34.99,17.5,17.49,Credit Card
1009313,2025-05-09,13206,Customer 13206,P1003,Water Bottle,Sports & Outdoors,Southeast,North Carolina,Mobile App,1,24.99,0.0,24.99,9.5,15.49,Debit Card
1009314,2025-04-18,12483,Customer 12483,P1024,USB-C Hub,Electronics,Midwest,Wisconsin,Store,3,39.99,0.2,95.98,57.0,38.98,Credit Card
1009315,2025-03-08,10381,Customer 10381,P1010,Blender,Home & Kitchen,Northeast,Massachusetts,Store,4,69.99,0.25,209.97,144.0,65.97,Debit Card
1009316,2025-02-09,13205,Customer 13205,P1014,Desk Lamp,Office,West,Colorado,Online,1,49.99,0.15,42.49,24.0,18.49,Credit Card
1009317,2025-12-24,11264,Customer 11264,P1025,Office Chair,Office,West,Washington,Online,4,229.99,0.2,735.97,540.0,195.97,Debit Card
1009318,2026-02-11,10324,Customer 10324,P1018,Electric Kettle,Home & Kitchen,Southeast,Virginia,Store,2,44.99,0.0,89.98,46.0,43.98,Debit Card
1009319,2025-08-15,11744,Customer 11744,P1008,Hoodie,Clothing,Southwest,Nevada,Online,1,54.99,0.15,46.74,25.0,21.74,Cash
1009320,2026-01-02,13127,Customer 13127,P1014,Coffee Maker,Home & Kitchen,Northeast,New York,Store,1,89.99,0.0,89.99,48.0,41.99,Debit Card
1009321,2025-07-21,10655,Customer 10655,P1006,Blender,Home & Kitchen,Southwest,New Mexico,Online,2,69.99,0.0,139.98,72.0,67.98,Credit Card
1009322,2026-02-23,14806,Customer 14806,P1012,Wireless Mouse,Office,Southeast,Virginia,Store,1,39.99,0.0,39.99,18.0,21.99,Mobile Pay
1009323,2026-03-25,10817,Customer 10817,P1014,Portable Charger,Electronics,Northeast,Pennsylvania,Store,3,34.99,0.15,89.22,52.5,36.72,Credit Card
1009324,2025-04-29,11029,Customer 11029,P1015,Camping Tent,Sports & Outdoors,Southwest,Oklahoma,Online,1,179.99,0.0,179.99,96.0,83.99,PayPal
1009325,2025-12-16,10441,Customer 10441,P1020,Monitor Stand,Office,Midwest,Indiana,Store,4,64.99,0.0,259.96,124.0,135.96,Credit Card
1009326,2026-02-13,11151,Customer 11151,P1012,Smart Watch,Electronics,Midwest,Michigan,Store,1,149.99,0.05,142.49,86.0,56.49,Credit Card
1009327,2025-11-29,10854,Customer 10854,P1022,T-Shirt,Clothing,Midwest,Indiana,Store,5,24.99,0.2,99.96,50.0,49.96,Credit Card
1009328,2025-12-10,12225,Customer 12225,P1011,Hoodie,Clothing,Northeast,New York,Store,1,54.99,0.1,49.49,25.0,24.49,PayPal
1009329,2025-04-16,14728,Customer 14728,P1010,Blender,Home & Kitchen,Northeast,Pennsylvania,Store,1,69.99,0.0,69.99,36.0,33.99,PayPal
1009330,2025-08-05,13593,Customer 13593,P1001,Dumbbell Set,Sports & Outdoors,Midwest,Indiana,Store,1,89.99,0.0,89.99,49.0,40.99,Mobile Pay
1009331,2025-01-25,14850,Customer 14850,P1011,Desk Lamp,Office,Midwest,Indiana,Store,1,49.99,0.0,49.99,24.0,25.99,Credit Card
1009332,2025-04-05,12425,Customer 12425,P1014,Portable Charger,Electronics,Northeast,New York,Store,1,34.99,0.1,31.49,17.5,13.99,Mobile Pay
1009333,2025-11-18,10179,Customer 10179,P1012,Jacket,Clothing,Southeast,South Carolina,Mobile App,3,119.99,0.2,287.98,189.0,98.98,Credit Card
1009334,2025-12-29,10746,Customer 10746,P1018,Hiking Backpack,Sports & Outdoors,Midwest,Michigan,Online,2,99.99,0.0,199.98,102.0,97.98,Credit Card
1009335,2025-07-30,11513,Customer 11513,P1008,Air Fryer,Home & Kitchen,Southwest,Arizona,Online,4,119.99,0.0,479.96,268.0,211.96,Mobile Pay
1009336,2026-05-12,13639,Customer 13639,P1018,Portable Charger,Electronics,West,Oregon,Online,2,34.99,0.1,62.98,35.0,27.98,Credit Card
1009337,2025-09-13,10895,Customer 10895,P1021,Monitor Stand,Office,Midwest,Ohio,Online,2,64.99,0.05,123.48,62.0,61.48,PayPal
1009338,2026-03-14,12652,Customer 12652,P1009,Jacket,Clothing,Midwest,Michigan,Store,1,119.99,0.1,107.99,63.0,44.99,Credit Card
1009339,2025-08-13,14778,Customer 14778,P1014,Blender,Home & Kitchen,Midwest,Illinois,Online,2,69.99,0.15,118.98,72.0,46.98,Credit Card
1009340,2026-06-22,13839,Customer 13839,P1022,Yoga Mat,Sports & Outdoors,Southeast,North Carolina,Online,2,34.99,0.1,62.98,30.0,32.98,Credit Card
1009341,2026-04-26,12816,Customer 12816,P1010,Smart Watch,Electronics,Northeast,Connecticut,Store,1,149.99,0.05,142.49,86.0,56.49,Cash
1009342,2025-03-24,11309,Customer 11309,P1007,Hoodie,Clothing,Northeast,New Jersey,Online,1,54.99,0.2,43.99,25.0,18.99,Debit Card
1009343,2026-05-29,11696,Customer 11696,P1011,Hiking Backpack,Sports & Outdoors,West,Washington,Online,1,99.99,0.0,99.99,51.0,48.99,Credit Card
